MINUTE,HOUR,DAY,MONTH,LATITUDE,LONGITUD,FATALS
20,19,22,7,32.61271944,-116.47578889,1
35,22,22,7,37.02441111,-121.56781944,1
0,6,23,7,38.59561667,-121.47762222,1
17,1,24,7,33.874425,-117.93775,1
20,4,24,7,34.18668056,-118.41380833,1
30,21,25,7,34.18865833,-118.44873611,1
42,21,3,4,35.35403611,-119.046725,1
20,21,30,4,33.77945278,-118.30952778,1
99,99,13,6,34.19641667,-118.53606111,1
46,21,16,7,37.29914167,-121.85668889,1
32,1,18,7,33.6435,-116.11168889,1
35,2,18,7,33.93943056,-118.1715,1
48,8,18,7,33.472075,-117.10338611,1
25,10,18,7,38.31248889,-121.32096944,1
42,18,17,7,34.07175,-118.124,1
50,20,18,7,34.03564167,-118.25189722,1
15,22,17,7,35.54451389,-115.41809444,2
99,99,18,7,36.80177222,-118.949,1
28,23,9,6,35.64251944,-120.68521389,1
99,99,11,6,41.565675,-122.832575,1
43,17,12,6,36.72796944,-120.69003889,1
40,0,17,6,37.94789722,-121.24161111,1
55,14,17,6,39.97242778,-121.27453611,1
10,14,3,7,32.92401111,-116.94558056,1
37,6,19,7,33.83129444,-116.98266667,1
35,17,19,7,38.14753056,-121.15846944,1
50,5,20,7,37.38098889,-121.96083889,1
4,8,20,7,37.79047222,-122.39669167,1
30,2,21,7,35.18216111,-119.13388056,1
42,8,21,7,38.25806111,-122.05030833,1
8,17,21,7,37.15206944,-119.73141111,1
0,23,21,7,39.19971111,-121.21916944,1
31,15,22,7,34.47345278,-118.20168611,1
36,22,20,3,37.35051389,-121.97765833,1
57,23,2,4,33.80062778,-117.87815,1
55,19,25,6,35.084175,-120.59001389,1
45,15,6,7,34.664225,-115.34885278,1
55,15,9,7,38.24557778,-122.46918056,1
25,15,12,7,34.02895556,-118.2034,1
22,6,14,7,37.77479722,-122.42409167,1
30,7,23,7,34.07822778,-118.38015278,1
46,21,27,7,33.11475556,-117.27135,1
26,22,29,7,34.48188611,-117.33000833,1
0,23,29,7,34.25541667,-119.21585278,1
30,4,30,7,33.16658611,-114.82893056,1
26,7,31,7,34.05749722,-118.29163333,1
49,9,31,7,34.54965833,-117.29333611,1
55,19,31,7,33.98006111,-118.206325,1
41,1,1,8,34.06238889,-117.750325,2
21,5,1,8,33.75771111,-117.1903,1
15,6,1,8,36.81698889,-120.05661111,1
27,8,1,8,34.04894444,-118.12851111,1
43,18,1,8,40.19945556,-122.20343056,1
0,6,2,8,38.71418611,-121.54018889,1
7,19,2,8,34.30460278,-117.451175,1
0,20,2,8,38.85176111,-123.07699722,1
1,0,3,8,34.03816111,-118.54041389,1
18,4,3,8,37.56443056,-120.95701111,1
15,13,5,8,33.98710556,-118.18558056,1
33,16,3,8,36.71784722,-121.66068056,1
43,18,3,8,33.65351944,-116.21656944,1
30,1,4,8,34.15488333,-119.19387778,1
12,15,4,8,32.57604167,-117.06810278,1
24,16,4,8,34.60801389,-120.13056944,1
58,18,4,8,36.24855,-121.09485,1
18,6,5,8,35.30338889,-119.26416944,1
20,19,5,8,36.12388889,-121.02498889,1
15,11,7,8,38.50942222,-121.4599,1
13,12,7,8,36.80281111,-121.66681111,1
5,17,23,5,39.20973889,-122.91106111,1
38,23,21,6,36.88865833,-119.77684444,1
28,21,28,6,33.75990278,-117.90669722,1
15,17,29,6,35.37138056,-115.90148889,1
58,5,30,6,38.29068056,-121.39098056,1
46,6,30,6,41.84291944,-124.14344167,1
25,2,15,7,33.97464444,-118.27283333,1
57,6,21,1,34.05093056,-117.81041389,1
30,3,14,5,36.77818889,-120.18286944,1
40,14,4,8,40.48204167,-124.09937778,1
5,19,6,8,34.05303333,-118.25124167,1
59,23,6,8,34.77146111,-115.46535,2
2,2,8,8,34.03635,-118.15306944,1
14,2,7,8,35.74618056,-120.68476111,1
5,7,7,8,35.5464,-115.41732222,1
8,11,7,8,36.16486944,-121.05411944,1
35,15,7,8,33.97828056,-118.30895556,1
36,23,7,8,33.74311944,-117.11433056,1
10,2,8,8,34.4254,-116.78071944,1
50,22,5,8,35.33821944,-118.38841944,1
51,0,6,8,39.31398056,-121.4137,1
30,16,9,8,34.17926667,-118.64298611,1
18,21,9,8,32.84706944,-116.80508889,1
14,0,1,5,33.5428,-117.19619722,1
6,23,3,5,37.96185556,-121.27891389,1
25,14,18,5,36.66122778,-121.64084167,1
47,21,18,7,33.90520278,-118.15154444,1
31,19,29,7,33.84691111,-117.9654,1
30,1,7,8,37.76387778,-122.41734722,1
17,21,20,7,34.16499444,-117.26453611,1
0,23,21,7,32.81785,-116.5331,1
0,17,12,8,36.60023889,-121.92711944,1
25,1,1,7,33.78753889,-117.83078889,1
55,6,1,7,34.50701944,-117.48413889,1
50,16,1,7,34.45248056,-117.81311944,1
20,2,2,7,40.55792778,-123.10945833,1
40,5,2,7,32.63513056,-117.04723889,1
15,9,2,7,34.26467778,-118.52571667,1
20,1,3,7,37.61928056,-120.9947,1
15,2,3,7,33.12972778,-117.07498889,1
36,2,3,7,37.23481944,-121.96907222,1
40,12,3,7,33.37876111,-117.25148056,1
18,17,3,7,37.81541111,-121.20913056,1
0,22,3,7,34.74776389,-119.40813333,1
17,23,3,7,37.586,-120.95073889,1
8,1,4,7,33.77823056,-117.83281944,1
50,9,4,7,38.2769,-122.47066944,1
54,11,4,7,33.09954722,-117.08258056,1
37,13,4,7,34.08865,-119.06343056,1
20,14,4,7,36.61851111,-119.40673056,1
38,20,4,7,37.52246944,-121.03081944,1
10,5,5,7,34.61661111,-117.89916111,1
42,9,5,7,34.06839444,-117.60536111,1
55,1,6,7,40.40445556,-123.95490278,1
55,10,6,7,36.44513889,-119.79834444,1
38,12,6,7,32.70631111,-116.36268056,1
45,13,6,7,34.10133889,-114.91025,1
0,14,6,7,34.2702,-119.12971667,1
47,17,6,7,33.38925833,-117.21975556,1
48,19,6,7,36.20261667,-119.376875,1
22,0,7,7,32.75998056,-117.23268056,1
53,0,7,7,38.06571111,-121.25986111,1
19,5,7,7,38.88106944,-121.70376944,2
25,0,8,7,34.12845833,-118.34725278,1
15,14,8,7,39.38530833,-121.68774167,1
54,17,8,7,33.81354444,-117.78536667,1
20,20,8,7,38.42601111,-121.94323056,1
99,99,8,7,40.50438056,-123.99145833,1
0,1,9,7,40.69444444,-122.27316389,1
48,1,9,7,37.05426944,-120.03938889,1
0,2,9,7,37.7182,-120.8941,1
59,3,9,7,33.91643056,-118.27388056,1
47,6,9,7,34.54743056,-118.65965,1
52,19,9,7,34.44116944,-117.44355,1
40,21,9,7,34.14373889,-118.70398889,1
56,15,10,7,34.15623056,-118.29926111,1
35,19,10,7,34.03275556,-118.29422778,1
45,13,11,7,34.506275,-117.58843889,1
22,17,11,7,33.90894444,-117.94804167,1
33,21,11,7,38.70153056,-122.8671,1
37,17,12,7,40.48687222,-123.90446111,1
25,5,13,7,38.12210833,-121.57089722,1
20,19,28,4,34.1209,-117.90493056,1
22,20,12,5,38.10953333,-121.27431944,1
99,99,14,5,35.24566389,-118.91444167,1
30,0,27,5,37.05501111,-119.98663889,1
55,2,3,6,38.49839722,-121.20761389,4
7,16,5,6,34.47142222,-117.203675,1
28,18,23,6,36.65411944,-119.71452778,1
55,18,23,6,38.54109722,-121.355575,1
55,20,23,6,34.04333611,-118.53166111,1
6,13,29,6,38.24890278,-121.98815278,1
11,10,1,7,34.84825,-120.38103056,1
53,14,4,7,33.82550278,-118.38997778,1
13,14,7,7,34.16981389,-116.42425833,2
35,1,8,7,37.61593889,-120.98283056,1
3,17,8,7,39.95133889,-122.20001111,1
55,14,14,7,41.34791667,-121.16110833,1
20,21,14,7,34.04874167,-118.24837222,1
20,13,15,7,34.026425,-117.80355833,2
15,23,15,7,34.20828333,-118.60284722,1
58,8,17,7,34.00962222,-118.48725833,1
17,11,17,7,33.77448889,-118.06801944,2
3,2,21,7,33.87785556,-117.98591389,2
20,15,23,7,34.11911944,-117.55844444,1
55,16,21,5,33.8804,-117.6028,1
22,22,9,8,34.014,-118.128,1
0,19,14,8,38.50683056,-122.94701944,1
5,9,17,8,34.48,-118.28975,1
50,14,19,7,32.76038611,-114.83417222,1
50,18,19,7,34.04898056,-118.26319722,1
50,13,7,8,40.49518889,-122.33171111,1
50,14,7,8,32.9572,-116.97057222,1
50,11,10,8,34.17080556,-118.60820278,1
46,3,11,8,34.22941944,-117.41603056,1
16,12,12,8,34.06239444,-118.13060833,1
30,22,13,8,38.50091111,-120.50173056,1
15,15,14,8,34.90861111,-120.34181111,1
20,15,14,8,33.80471944,-118.20734167,1
40,16,14,8,37.89008056,-121.27641944,1
0,16,15,8,35.44426944,-118.90413056,1
17,19,15,8,38.01573056,-121.94838056,1
29,23,15,8,39.32656944,-121.10903056,2
40,10,16,8,34.18058889,-118.3139,1
4,18,18,8,38.44168611,-122.73520278,1
22,15,19,8,37.66703056,-120.32698889,1
51,15,19,8,32.90145,-117.22293333,1
40,8,20,8,35.42670556,-119.07834444,1
46,0,21,8,33.94276111,-117.28171111,1
17,9,20,7,37.61750556,-122.06996111,1
55,7,4,8,37.54066111,-121.97298333,1
15,20,5,8,41.49311111,-122.55664722,1
6,1,6,8,34.06655833,-117.76913333,1
0,2,6,8,32.60283889,-117.0899,1
5,2,6,8,33.98023056,-118.20769444,1
10,6,6,8,34.07289444,-118.27572222,1
30,9,6,8,33.97486111,-118.08173056,1
53,14,6,8,37.00035278,-119.79403056,1
25,18,6,8,40.34496944,-123.93156944,1
58,22,16,6,36.60587778,-119.66151944,1
10,2,17,6,35.18691111,-120.7249,2
15,11,17,6,40.98331389,-121.52647778,1
55,21,17,6,33.66386944,-117.26698056,1
34,22,17,6,37.45433056,-122.129975,1
28,15,18,6,35.66000833,-120.46033611,1
45,16,18,6,36.66213333,-119.54609167,1
30,17,18,6,37.38103611,-122.01966389,1
3,21,18,6,34.10054444,-117.32923333,1
20,21,18,6,35.42493889,-118.9424,1
40,23,18,6,33.96184167,-118.30900278,1
49,23,18,6,38.44312778,-121.35330278,1
5,13,19,6,34.35271111,-117.94008056,1
20,16,19,6,35.0079,-120.44801111,2
52,18,19,6,38.93,-122.618925,1
45,6,20,6,35.49163889,-119.15343056,1
2,8,20,6,36.89235,-120.80321111,2
38,9,20,6,33.17600278,-117.21306389,1
23,14,20,6,37.98408056,-121.83564722,1
50,16,20,6,39.62060833,-120.43503611,1
33,17,20,6,37.00278056,-119.6397,1
43,3,21,6,33.76466944,-116.31788889,1
47,12,21,6,35.15160833,-118.58792222,1
20,0,22,6,34.42656111,-117.48116111,2
38,1,22,6,34.12682778,-117.26606667,1
50,11,22,6,38.21263889,-122.64220556,1
39,15,22,6,33.54781389,-117.67554167,1
39,18,22,6,36.47356111,-119.50196111,1
15,14,23,6,37.37438889,-120.65016111,1
6,15,23,6,38.79226111,-122.56593056,1
49,16,23,6,33.85936667,-117.91981389,1
40,18,23,6,35.65568889,-118.01263889,1
15,19,23,6,37.6963,-120.90498889,1
38,9,24,6,36.34873889,-121.26371944,1
15,23,24,6,33.88774444,-118.070825,1
25,3,25,6,34.35943056,-119.44503056,4
19,5,25,6,37.32238056,-121.89736944,1
48,10,25,6,33.903,-117.88115,1
54,15,25,6,34.15639722,-118.97739167,1
55,20,25,6,35.96251111,-119.08143889,1
50,2,26,6,38.19561944,-121.07363056,1
45,13,26,6,36.72086944,-121.72411944,1
59,17,26,6,38.41678889,-121.85968056,2
39,20,26,6,36.73875833,-121.60272222,2
50,20,26,6,36.74245,-121.73225,2
40,7,27,6,33.12896944,-116.43056111,1
20,14,27,6,34.86005,-120.4406,1
46,16,27,6,32.72540833,-117.10535278,1
99,99,27,6,38.11403056,-120.90808056,1
3,12,28,6,38.20296111,-122.1567,1
28,1,14,2,38.45056944,-121.40457222,1
33,20,8,3,34.41789722,-117.247575,1
44,19,14,3,34.42076944,-117.3212,1
5,11,17,3,33.95207778,-117.24396111,1
25,22,27,7,36.77776111,-119.79056389,1
47,17,31,7,36.72104444,-119.7456,1
45,5,8,8,39.21753889,-122.00026111,1
10,6,8,8,38.76381944,-120.36136944,1
20,15,8,8,33.36471944,-117.09571944,1
15,15,9,8,35.6013,-119.45441111,1
15,14,13,7,37.433225,-120.84970278,1
10,19,15,7,34.72671111,-116.11676111,1
27,18,13,7,36.55975833,-120.09746111,1
30,7,14,7,37.38943889,-120.5952,1
35,10,14,7,34.06965,-117.34956111,1
20,23,14,7,38.17393889,-121.12578889,1
50,4,15,7,35.54851111,-119.68976944,1
50,4,15,7,34.48905,-117.72266944,1
50,21,15,7,36.34253889,-119.79703056,2
42,8,16,7,32.77725556,-117.16895833,1
3,12,16,7,38.68086111,-122.59113056,1
59,15,16,7,38.69635,-119.99061111,1
35,23,16,7,38.66720278,-121.98863889,1
99,99,16,7,33.99478056,-118.00425,2
25,3,24,7,33.7746,-118.0924,1
18,4,24,7,40.52643611,-122.23847778,1
34,4,24,7,33.91715278,-117.25241944,1
40,12,24,7,37.15073056,-119.66603889,1
15,13,24,7,38.38668889,-120.68005,1
4,16,24,7,32.67006389,-117.10009722,1
35,17,24,7,36.8007,-121.6875,1
16,19,24,7,34.30543056,-118.884075,1
35,23,24,7,32.71896944,-117.08313889,1
99,99,24,7,38.13278889,-121.74908056,1
30,1,25,7,34.7221,-115.96963889,1
31,2,25,7,37.80266111,-122.37306111,1
12,12,25,7,33.17931944,-117.20403056,1
7,15,25,7,37.173825,-119.72837778,1
26,23,25,7,34.04076111,-117.74078333,1
0,4,26,7,36.76408333,-120.02436944,1
45,5,26,7,38.29506667,-122.48985556,1
35,8,26,7,36.86461944,-121.3636,1
17,13,26,7,34.02543889,-117.78271944,1
38,19,26,7,34.60171389,-118.16144167,1
39,23,26,7,36.46263889,-119.79531111,1
30,1,27,7,41.47674722,-120.54311944,1
1,3,27,7,38.69866667,-121.01164167,1
0,5,28,7,34.82321944,-115.07088056,1
25,16,28,7,39.81561944,-121.58175,1
6,18,28,7,34.37556944,-116.86408889,1
0,13,29,7,33.74321111,-117.11918889,1
20,15,29,7,40.79501111,-123.36391944,1
5,17,29,7,39.64983889,-121.55961111,1
10,18,29,7,34.51838889,-118.26936111,1
23,3,30,7,32.75029722,-117.00209167,1
55,6,31,7,34.79326111,-115.41175,1
30,7,31,7,39.84835556,-123.25928333,1
50,9,31,7,33.32276944,-117.16913056,1
10,12,31,7,37.41376389,-122.20809444,1
40,13,31,7,41.72233889,-124.13868333,1
55,19,4,6,32.75134167,-117.09040556,1
10,13,31,7,41.46010278,-120.550075,1
55,20,8,8,37.39693056,-120.76323056,1
30,9,24,8,37.53139722,-121.94321944,1
35,20,13,8,36.36238056,-121.58443056,1
30,21,16,8,33.92702222,-116.97175,1
30,14,19,8,37.76094167,-122.43387222,1
0,9,20,8,38.34401944,-120.74731111,1
7,13,21,8,33.87348056,-118.25385,1
55,18,21,8,33.74043056,-117.66403056,2
33,23,21,8,34.4074,-119.54803056,1
42,23,21,8,33.69988889,-115.46523056,1
6,8,22,8,34.27060278,-118.47200833,1
10,21,22,8,33.94554444,-118.27813889,1
35,19,23,8,40.64208056,-120.25538056,1
30,21,23,8,34.02551944,-118.34560833,1
12,11,24,8,38.13765,-121.25803056,1
36,21,24,8,33.11791944,-117.10273611,1
25,14,25,8,40.27651944,-121.25538889,1
50,14,25,8,33.84603611,-118.06900278,1
50,14,25,8,34.67461111,-118.77523056,1
26,5,26,8,36.32016944,-119.80821111,1
40,5,26,8,38.67801111,-121.84453889,1
45,20,27,8,36.57634167,-119.73693333,1
20,8,28,8,36.74303056,-121.73408056,2
20,21,28,8,37.79508333,-121.55119167,1
15,6,30,8,35.775975,-119.16744722,1
54,9,30,8,33.01061389,-117.14623333,1
11,18,19,6,36.81316944,-119.88609444,1
45,0,17,7,33.82305,-117.92351111,1
2,14,18,7,37.81989444,-120.30147778,1
30,17,23,7,39.84335278,-120.85915,1
50,19,24,7,34.43108889,-117.37728056,1
50,2,27,7,38.48779167,-122.19313611,1
38,1,30,7,34.14786667,-116.03661944,2
55,22,30,7,33.95028611,-117.55829722,1
99,99,31,7,37.64662778,-121.01731667,1
10,17,1,8,33.82928889,-117.46646389,1
50,14,2,8,37.51090833,-122.13211667,1
10,22,2,8,38.62606111,-121.41228889,1
20,2,8,8,33.8725,-118.27341389,1
53,12,10,8,33.65346667,-117.78227222,1
15,0,13,8,38.550625,-121.42256944,1
34,14,14,8,34.08135,-117.96731667,1
45,11,29,4,34.24271111,-118.56228889,1
2,0,15,6,34.205475,-118.98567778,1
1,11,6,7,33.82666389,-118.16763056,1
54,22,6,7,33.76179167,-118.14159722,1
45,14,8,7,36.84119167,-121.51055556,2
18,17,8,7,34.06479722,-117.62849722,1
0,3,10,7,37.75699722,-122.21087222,1
40,7,13,7,38.45249444,-121.39048889,1
35,14,13,7,39.41979444,-123.80753056,1
20,15,13,7,37.17122222,-119.75519722,1
8,21,19,7,37.9518,-122.32768056,1
7,1,21,7,37.47563333,-120.84901944,1
9,9,23,3,34.04911111,-118.03998056,1
51,7,7,4,37.40943611,-121.94397778,1
59,20,29,7,32.79498333,-116.93733611,1
58,18,2,8,34.42954444,-119.90060278,1
4,12,6,8,33.67234444,-117.96445,1
21,17,15,8,33.73070833,-117.954575,1
22,16,19,8,33.80296944,-118.01433889,1
7,22,26,8,38.97354722,-122.02866667,1
44,18,3,9,37.79814167,-121.19169722,1
48,19,3,9,37.77861944,-121.97143889,1
1,0,26,3,34.01648056,-117.98528056,1
5,17,25,4,38.75176111,-121.37966111,1
35,21,28,5,37.24978889,-121.78286944,1
46,20,20,6,34.71112778,-118.124825,1
58,19,22,6,34.42671667,-117.40001389,1
55,5,1,7,34.15741944,-119.07666111,1
4,5,3,7,37.90223611,-122.31161389,1
25,17,3,7,34.218075,-119.05728333,1
9,17,24,7,37.0041,-121.67206111,1
20,4,26,7,34.07283889,-117.78841111,1
14,14,26,7,37.40388889,-122.02321111,1
0,18,29,7,38.87636111,-122.33198056,1
44,21,31,7,38.57296111,-121.78601944,1
5,11,2,8,36.05132778,-119.23239444,3
58,12,5,8,33.65593889,-117.29778611,1
50,22,6,8,38.58735556,-121.35381111,1
41,2,7,8,32.94563611,-117.08215278,1
48,5,7,8,37.3507,-121.9157,1
15,22,8,8,33.86796944,-118.00036667,3
8,16,11,8,40.32910556,-123.92458333,1
55,8,13,8,37.55121667,-120.87909167,1
7,23,15,8,37.96625,-122.023925,1
54,15,16,8,33.48926389,-117.68128056,1
8,23,17,8,39.23956944,-122.18158889,1
24,19,20,8,33.89511389,-118.26746111,1
56,7,28,8,38.51053889,-121.40911111,1
24,0,30,8,35.98626944,-119.96453889,1
28,11,31,8,40.53707222,-122.35040278,1
26,17,27,8,40.43903889,-120.83918889,2
0,23,18,8,38.98266111,-122.87586944,2
55,20,26,8,37.95042222,-122.04748611,1
58,20,23,8,37.33738611,-121.81703333,1
46,12,26,8,35.35789444,-119.02128333,1
30,14,26,8,33.92391667,-117.11255278,1
30,15,26,8,37.05983056,-120.17856111,1
47,20,26,8,37.04931111,-120.1664,1
15,2,27,8,34.06708889,-118.21648056,1
5,15,14,8,38.86804444,-121.13244722,1
30,19,20,8,40.69029167,-122.37394722,1
3,1,14,8,34.14771111,-118.03313056,1
17,2,14,8,34.29318889,-117.8359,1
35,12,21,8,33.92368056,-118.34387778,1
23,11,22,8,33.90130833,-117.57435278,1
30,16,26,8,41.34740278,-124.02831111,1
25,17,26,8,34.11311944,-118.1768,1
5,8,27,8,34.66038611,-118.123425,1
19,23,27,8,33.89486389,-117.57712778,1
54,21,28,8,34.565925,-117.31798889,1
99,99,29,8,38.34278889,-122.4856,1
40,14,30,8,36.7641,-119.96206944,1
32,1,1,9,33.49891111,-117.6582,1
55,6,2,9,36.05034722,-119.01526389,1
19,14,2,9,33.98559444,-117.14291667,1
35,18,2,9,33.5183,-116.13021111,1
55,20,2,9,35.67655,-120.09371944,2
53,23,2,9,34.92198056,-117.16601111,1
0,17,3,9,38.23421944,-121.21421111,1
58,22,3,9,33.86311111,-118.1988,1
25,12,4,9,34.07423056,-118.58838056,1
0,20,4,9,37.41173889,-120.87735,1
20,22,4,9,34.89251111,-116.99981944,1
22,5,11,6,37.76161389,-122.21175833,1
40,8,24,6,37.62339444,-121.11548889,1
30,3,21,7,34.0805,-118.29145,1
5,17,22,7,37.65966944,-122.49220278,1
2,2,23,7,34.23926667,-119.18198056,1
22,0,20,8,37.94790278,-122.35730278,1
51,16,20,8,33.92204444,-116.93795278,1
4,21,20,8,33.90191667,-118.29938056,1
16,1,21,8,34.07225,-117.91446944,1
37,3,21,8,34.113775,-117.98614167,1
4,12,1,9,34.11124722,-118.05286944,2
51,1,2,9,32.71711111,-117.10203056,1
0,6,2,9,36.21201944,-120.21761111,1
20,17,3,9,39.05688056,-120.62395,1
42,4,27,6,34.06496389,-117.30104444,1
14,7,14,7,34.01890278,-118.18373056,1
0,19,5,9,35.57911944,-118.50491111,1
27,20,5,8,33.81758333,-117.97873056,1
18,16,4,9,37.37763056,-122.26271944,1
3,20,4,9,34.12364444,-117.36376667,1
17,10,5,9,37.16597778,-119.513925,1
20,11,5,9,38.67341111,-121.51911111,1
21,21,5,9,36.12223889,-119.04896111,1
28,6,6,9,38.41653056,-121.82281111,1
27,17,17,2,33.88361111,-118.24728056,1
20,4,8,3,33.93325833,-117.22629167,1
9,13,16,5,33.93693889,-117.43351111,1
45,11,26,6,38.90501944,-120.60331944,1
37,11,26,7,37.59083611,-122.36124167,1
28,20,1,9,33.78690833,-116.36246111,1
20,20,3,9,37.17174167,-121.71188056,1
35,20,3,9,36.01023611,-119.95933056,1
35,10,6,9,37.76746389,-122.43340556,1
50,19,6,9,34.61413056,-117.82694444,1
25,2,7,9,34.80515,-115.27313056,1
25,14,11,8,34.82363333,-117.02915833,2
10,16,11,8,35.80293056,-121.34893611,1
1,9,12,8,38.55911667,-121.18724167,1
55,10,12,8,39.11290556,-121.64389167,1
43,10,13,8,37.42536111,-120.10664444,1
0,13,10,8,39.60533889,-121.59753889,1
13,21,10,8,32.81622778,-117.23628889,1
5,3,21,8,34.24716944,-118.60666667,2
25,22,18,8,36.35828056,-119.44,1
5,2,14,3,32.72441944,-117.15696944,1
18,15,14,8,33.58843333,-117.25241667,1
5,22,5,9,33.55928889,-117.18071944,1
0,22,9,9,33.57275833,-117.72642222,1
34,3,13,9,38.66414722,-121.23824444,1
55,10,13,9,33.02508889,-117.04334722,1
10,22,13,9,38.02690556,-122.11394722,1
48,17,14,9,38.777875,-121.48818889,1
57,13,15,9,33.62874444,-117.90816389,1
15,2,16,9,35.33945833,-118.99792778,1
15,16,26,7,33.65846667,-117.80746667,1
9,7,12,8,37.235375,-121.76876111,1
27,1,7,9,33.68946111,-117.76673056,1
1,20,7,9,34.58008056,-117.89448056,1
8,1,18,9,34.14163889,-118.14138611,1
12,2,18,9,33.54269167,-117.19623611,1
55,5,8,9,33.79064167,-118.27282778,1
25,23,19,9,34.23600556,-118.39023889,1
30,4,20,9,33.91377222,-117.99432778,1
18,4,21,9,33.73751944,-117.98617222,1
2,20,7,8,32.62016111,-116.99925556,1
22,21,11,8,34.02659722,-117.04098333,1
53,13,17,8,34.43958333,-119.89773056,1
10,0,28,8,34.22206944,-118.36935,1
40,21,1,9,35.65453056,-117.87726111,2
30,23,5,9,38.59731944,-121.13141944,1
14,7,6,9,33.82171111,-117.93714444,1
10,14,6,9,38.24696944,-121.98334444,1
16,19,6,9,37.48723889,-122.19748889,1
25,22,11,9,34.97741944,-118.15033889,1
24,2,12,9,34.39938889,-119.51371944,1
40,6,12,9,35.13865,-119.24416389,1
5,14,12,9,37.93076111,-121.29573889,1
10,15,12,9,37.95669167,-121.30306667,1
20,16,4,10,33.50948056,-117.193,1
40,8,5,10,34.0575,-117.76321944,1
4,15,5,10,41.811575,-124.10068333,1
0,16,5,10,34.50635,-117.90793889,1
30,0,6,10,37.77476111,-122.45445556,1
30,7,9,8,36.85543056,-119.79705,1
7,21,3,9,36.76663056,-119.78152222,1
0,20,16,9,33.64006111,-117.34625,1
30,16,23,9,34.07183056,-118.12418056,1
5,11,28,9,32.69331389,-117.112225,1
44,22,1,10,34.15526667,-118.318925,1
45,13,2,10,33.64535,-117.38533056,1
5,20,2,10,34.09928333,-117.46910833,1
15,7,3,10,34.21572778,-118.38980556,1
13,21,3,10,33.979325,-117.33960556,1
11,11,7,9,36.78913611,-119.79063889,1
13,18,22,9,34.14573333,-118.15763333,1
55,4,25,9,36.69781944,-121.70161944,1
55,13,25,9,38.29573056,-121.82328889,1
2,16,25,9,37.58745556,-121.99918611,1
7,22,25,9,33.80963056,-118.08171944,1
10,4,1,10,33.80695556,-117.91542778,2
32,8,1,10,34.14818889,-118.69788889,2
47,19,1,10,36.68990556,-121.65089444,1
34,22,15,10,38.430875,-122.74183611,1
0,14,13,8,34.26974167,-118.07447778,1
39,18,13,8,34.39751389,-117.43864167,1
1,1,14,8,34.03035833,-117.68820833,1
45,9,14,8,33.10026111,-117.12416111,1
19,12,14,8,35.19601111,-116.13745833,1
0,13,11,8,41.55640833,-122.39631944,1
50,19,12,9,33.90975278,-118.12198889,1
25,12,21,9,34.17226944,-118.56593333,1
41,8,22,9,37.77742222,-121.92159722,1
4,21,22,9,36.45778056,-119.18858889,1
27,3,2,10,33.93020278,-117.24377778,1
36,9,2,10,37.79301111,-122.40446667,1
10,19,2,10,38.45176389,-122.75132222,1
55,22,18,3,33.14709167,-117.10683611,1
0,2,19,3,33.75906944,-118.02455,1
48,18,5,4,36.98606111,-120.63100833,1
21,19,21,5,33.79840556,-116.46670556,1
17,20,27,5,33.81918611,-116.46724444,1
41,8,20,6,32.71548889,-117.11756944,1
54,20,6,7,33.58468611,-117.25401667,1
20,15,6,8,39.32758056,-120.18691944,1
50,17,7,8,39.05201944,-122.08063056,1
0,20,11,8,32.60276944,-117.06482222,1
18,1,13,8,33.90217778,-118.100375,1
13,11,24,8,37.48328333,-122.16709167,1
54,16,29,8,37.31489167,-120.49181111,1
9,7,31,8,37.33750278,-122.05204444,1
30,7,31,8,34.27011111,-116.84653056,1
44,19,31,8,34.27899167,-118.69138611,1
12,5,3,9,34.76571111,-115.47658056,1
55,2,4,9,38.42678889,-121.88391111,1
39,1,5,9,33.76941111,-117.81573056,1
5,4,10,9,37.71108056,-120.85553889,1
18,4,10,9,36.79221111,-119.80178889,1
42,3,10,9,34.02708889,-118.27448056,1
28,16,10,9,34.10628611,-117.89026389,1
50,16,10,9,37.14832222,-122.34480833,1
45,20,10,9,34.00921944,-118.30018056,1
22,21,10,9,33.96013056,-118.24618056,1
42,4,11,9,35.45105,-119.10028056,1
15,6,16,9,33.73443333,-117.88518889,1
0,21,16,9,36.42371944,-119.80266111,1
5,19,11,9,34.37741944,-118.99596111,1
53,18,19,9,37.96685833,-121.27730833,1
5,21,19,9,36.74953889,-120.00168889,1
12,21,19,9,37.98823333,-121.80742222,1
56,22,9,9,40.79299722,-124.17744444,1
25,12,10,9,33.92628889,-116.92896111,1
50,5,11,9,40.4393,-120.83705,2
36,1,17,9,32.69216389,-117.138175,1
19,15,17,9,37.90766111,-121.45721111,1
39,0,19,9,39.81198889,-120.31706111,1
10,6,24,9,37.42678056,-120.50765,2
46,10,24,9,36.81958056,-119.48878889,1
15,19,24,9,38.53911944,-121.51238611,1
50,23,24,9,36.66168056,-120.1665,1
55,6,25,9,37.66058056,-121.43818056,1
40,12,25,9,38.54718056,-120.35718889,2
20,0,27,9,38.54346389,-121.73111389,1
15,9,26,9,34.96058056,-119.44748889,1
57,20,1,9,38.57513056,-121.54624167,1
49,19,4,9,38.94659167,-119.956125,1
23,7,8,9,37.52033889,-121.96961111,1
36,20,8,9,33.73268889,-117.81433889,1
10,8,9,9,38.96691944,-120.95503889,1
40,19,9,9,37.46054444,-122.14122778,1
