MINUTE,HOUR,DAY,MONTH,LATITUDE,LONGITUD,FATALS
17,18,15,3,32.07732778,-86.30169444,1
48,5,15,3,30.684225,-88.22542222,1
8,10,16,3,30.661125,-88.22539444,1
30,15,16,3,30.463075,-88.11483611,1
10,2,17,3,32.52451944,-86.89781667,1
10,21,17,3,30.67800278,-88.08045833,1
50,17,18,3,34.49536389,-86.23398056,1
0,18,21,2,30.29743333,-87.66884722,1
50,12,22,2,30.28985556,-87.62947778,1
10,0,18,3,33.74445278,-86.04890556,1
45,19,19,3,34.36908611,-86.51086667,2
5,19,21,3,34.88002222,-86.58886667,1
27,23,21,3,30.69046667,-88.05713889,1
40,10,10,3,31.50639722,-86.92220833,1
33,14,28,3,34.17789722,-85.760025,1
59,15,15,3,32.30666667,-86.39862222,1
38,10,18,3,33.12571389,-87.48337778,1
30,23,22,3,32.55512778,-87.03888333,1
0,17,23,3,33.00632778,-86.70603611,1
46,10,23,3,33.12048611,-86.75300278,1
0,16,24,3,32.92735278,-86.69600833,1
5,15,24,3,33.807075,-87.14337778,1
20,5,25,3,32.59458889,-85.22263889,1
25,17,25,3,32.05656111,-86.41636667,1
53,19,27,3,33.19353056,-87.56180833,1
30,9,28,3,30.47251667,-87.75938056,1
55,19,29,3,33.47675556,-87.08765556,1
5,21,29,3,33.95588889,-87.00813611,2
23,16,31,3,33.21945556,-87.59128611,1
37,18,31,3,33.17017778,-87.34063611,1
45,20,31,3,34.17429722,-87.83707778,1
25,7,31,3,33.64474167,-86.77215833,1
15,2,31,3,31.3972,-85.56591111,1
40,0,1,4,33.37400556,-86.66565278,1
10,8,3,4,31.33288889,-85.79871389,1
17,2,10,4,31.32627778,-85.52678056,1
7,5,14,4,34.1733,-86.15356111,1
45,12,3,4,33.53476667,-86.754475,1
30,17,1,4,33.48401667,-86.52559167,1
0,17,2,4,32.44461389,-86.49020556,1
16,14,2,4,33.77373889,-86.93325556,1
3,16,4,4,31.31808611,-86.4069,1
55,15,5,4,33.83248056,-86.83369167,1
20,11,5,4,32.44435556,-86.58940833,1
12,23,6,4,32.48331389,-85.73797222,1
25,19,7,4,34.29494722,-86.0382,1
10,12,7,4,33.03678889,-87.3536,1
45,4,10,4,32.6722,-86.64515,1
50,15,12,4,34.26475,-85.97988611,1
30,12,13,4,33.46076111,-85.72939722,1
29,23,23,3,32.50154444,-86.418425,1
20,1,15,4,30.71968056,-88.18571111,1
0,23,14,4,30.64061389,-88.11859722,1
0,15,26,1,34.72790278,-86.69876389,1
49,21,2,3,33.42180556,-86.94870278,2
50,13,29,3,31.76142778,-85.96144722,1
10,16,6,3,34.54669444,-86.587575,1
17,16,9,4,33.41114167,-86.95717222,1
45,14,9,4,34.85004722,-87.25537778,2
7,13,12,4,31.09962778,-87.47996944,2
45,23,13,4,34.51621111,-87.20598056,1
15,18,13,4,31.93489722,-85.49785,1
44,10,14,4,30.65609167,-87.90759722,1
25,18,14,4,33.49191667,-86.54189722,1
55,13,15,4,30.83109722,-88.38544722,1
38,17,17,4,33.85987778,-87.26544444,1
37,6,17,4,33.13174444,-87.74516389,1
15,8,17,4,34.96871667,-87.52286944,1
55,8,18,4,33.28593056,-86.88115833,1
25,21,18,4,34.08630833,-85.46177222,1
25,21,19,4,34.80781944,-87.90125,1
20,22,19,4,30.59889167,-88.163275,1
45,6,21,4,32.18173889,-86.71330556,1
28,3,21,4,30.61815,-88.24277778,1
40,13,23,4,33.51423889,-87.13414444,1
25,15,23,4,32.25585833,-87.40262778,1
30,11,23,4,33.98773056,-87.47805556,1
50,4,24,4,33.92723889,-86.60364444,1
30,5,25,4,33.10479167,-86.75018333,1
5,21,27,4,31.33153056,-87.127725,1
30,17,28,4,33.64251389,-87.148,1
30,19,29,4,32.63746667,-88.173225,1
22,6,29,4,34.117725,-85.86036389,1
42,1,21,4,34.73904444,-86.74999722,1
0,20,22,4,33.64156389,-85.59073333,1
20,2,30,4,30.71145833,-88.16396111,1
52,17,28,4,33.41581389,-86.96353889,1
21,10,15,4,33.56290556,-86.61146944,1
45,10,23,4,34.94562222,-86.57176667,1
26,22,27,4,32.71205278,-85.37487222,1
15,12,2,5,33.41204444,-86.75793889,1
12,7,3,5,30.65261667,-88.12038333,1
7,20,5,5,33.19434722,-87.59840556,1
0,8,7,5,32.95874444,-87.14762778,1
10,21,11,5,32.63194167,-86.03436111,1
34,23,12,5,34.72011944,-86.61517778,1
0,3,12,5,34.56493333,-86.45394167,1
35,20,1,5,34.54608611,-86.90628333,1
28,15,1,5,32.72965556,-86.81389444,1
20,12,3,5,34.76481667,-86.74949444,1
35,15,4,5,33.52895833,-86.65622222,1
30,13,5,5,33.55332222,-85.9404,1
46,14,7,5,33.45931944,-87.70105556,1
55,12,7,5,33.12057222,-86.74163333,1
50,6,7,5,32.63127778,-86.06923889,1
30,2,8,5,32.49883889,-85.01859167,1
30,13,16,5,32.94983611,-86.44012778,1
40,18,17,5,30.76506389,-88.259725,1
19,12,17,5,34.53891111,-85.76353056,1
20,22,18,5,33.72772222,-85.45393333,1
28,13,18,5,31.43579722,-85.63545,1
42,13,19,5,32.35601667,-86.31960278,1
37,20,20,5,32.46135833,-85.22575,2
45,3,20,5,33.33438889,-85.42708611,1
20,16,20,5,34.02489444,-85.83030278,1
45,7,23,3,32.13754722,-85.72633333,1
45,11,12,4,33.14181944,-87.51375278,1
40,22,13,4,33.54756389,-86.90003056,1
30,22,16,4,33.466325,-86.979975,2
55,6,8,5,32.93984722,-87.074075,1
30,8,12,5,32.57121944,-85.31163611,1
54,7,13,5,33.40918611,-86.80595556,1
40,3,15,5,34.90358056,-87.74066389,1
55,5,16,5,31.14759167,-87.46355,1
30,22,19,5,33.77130278,-86.63075278,1
46,18,19,5,32.5181,-85.14592778,1
5,6,20,5,30.69530833,-88.08458333,1
50,1,20,5,34.69220556,-86.77181389,1
35,13,21,5,31.40931389,-87.42890278,1
51,0,23,5,30.74016111,-88.14900833,1
45,12,24,5,32.00039167,-85.92708333,1
58,23,25,5,33.81381111,-87.30766111,1
5,14,26,5,34.06806111,-87.454075,1
30,2,27,5,34.67298889,-86.75370278,1
55,7,31,5,34.42985833,-85.85525278,1
20,12,24,5,34.68943333,-86.5842,1
10,17,1,5,34.00269444,-86.86179444,1
40,16,20,5,33.7888,-86.89093611,1
12,16,30,5,33.29616111,-86.74943333,2
5,18,30,5,32.05218333,-86.49695556,1
40,11,30,5,34.44203889,-86.65057222,1
30,14,31,5,33.65722778,-86.81163889,1
50,8,31,5,33.134575,-86.24748056,1
0,5,27,5,33.48088889,-86.86058333,1
52,15,28,5,34.48772222,-86.9642,1
25,0,2,6,30.46248889,-88.16121111,1
45,16,3,6,31.78228611,-88.45488056,1
0,21,3,6,34.09324444,-86.67796944,1
10,0,4,6,33.90301389,-87.14253611,1
38,12,5,6,34.38775278,-87.73696389,1
45,23,9,6,30.64066111,-88.15826667,1
12,15,10,6,34.66648056,-86.53055833,1
10,7,2,6,33.58101111,-86.28382778,1
54,1,3,6,33.46909722,-86.82783611,1
43,10,7,6,31.99498611,-87.57510278,1
17,2,9,6,34.78806944,-86.49182222,1
15,11,4,6,33.59959167,-86.73323611,1
5,12,9,4,31.53186389,-87.89634444,1
30,17,8,6,34.59240833,-87.36736667,1
30,1,6,5,30.26811944,-87.69014722,1
55,9,26,5,34.77459167,-86.785825,1
30,17,30,5,34.90945,-88.06526944,1
30,23,1,6,33.90281111,-86.38958889,1
8,8,4,6,31.21393611,-87.18083333,1
0,14,5,6,32.30213056,-86.00758333,2
25,19,9,6,33.85048889,-86.88096944,1
30,2,10,6,32.02046667,-85.75124722,1
55,11,10,6,34.05686667,-86.21594167,1
30,13,10,6,34.33256389,-85.83346389,1
0,3,10,6,32.32851389,-86.26461667,1
28,21,12,6,33.99262778,-86.58657778,1
40,10,13,6,30.64921389,-87.71974722,1
23,22,13,6,33.095025,-87.46289722,1
30,6,13,6,34.30696944,-86.272375,1
58,15,14,6,34.3158,-86.52223889,1
30,6,14,6,33.640275,-85.78591389,1
10,20,14,6,30.59851944,-88.26520556,1
0,10,15,6,34.769225,-86.24519722,1
15,22,16,6,31.86129722,-85.471275,1
15,17,16,6,34.26123333,-88.00610556,1
10,8,16,6,33.58963333,-86.23941944,1
30,12,18,6,34.75196389,-86.8229,1
30,7,19,6,31.79293056,-87.25988333,1
5,7,20,6,34.53026389,-87.08181667,1
5,5,20,6,34.62335278,-87.31759444,1
10,17,21,6,31.69532222,-86.31031944,1
44,13,22,6,30.656825,-88.1334,1
35,1,23,6,33.75293889,-86.77498333,2
12,21,25,6,32.81848611,-85.72620833,1
37,5,7,6,33.55839444,-86.78322222,1
45,20,17,5,33.40530556,-86.97334722,1
21,21,9,6,33.52048056,-86.83610278,1
26,23,18,5,33.58944167,-86.52518056,1
25,13,3,6,30.63929444,-88.22472222,1
13,13,7,6,32.50825556,-87.76388333,1
18,21,10,6,33.50392778,-86.90414722,1
44,16,16,6,33.60216667,-86.56009167,1
15,4,23,6,32.84348333,-85.20686667,1
15,4,27,6,32.81706667,-86.88063056,1
0,5,30,6,30.305775,-87.51953333,1
15,12,2,6,31.37402222,-86.56472222,1
30,1,13,6,33.13778889,-87.46446111,1
10,1,17,6,34.91814167,-86.57200833,1
50,0,21,6,34.82359167,-87.75669167,1
0,3,22,6,32.21165,-86.18194444,1
25,21,23,6,31.41833333,-86.46449444,1
20,4,23,6,31.68758611,-88.18090278,1
10,2,24,6,31.14228889,-87.13091389,1
45,0,24,6,30.40310278,-87.68073889,1
50,21,26,6,32.33178056,-86.65030833,1
44,15,27,6,34.72211667,-87.81220556,1
3,12,27,6,31.13867778,-87.51423611,1
20,4,30,6,34.65786389,-87.27014722,1
31,0,28,6,34.33046944,-86.08549167,1
35,19,29,6,31.44689444,-86.61976389,1
36,18,28,6,33.83742778,-87.22719167,1
12,15,28,6,31.30373333,-85.83726389,1
0,17,30,6,33.59251667,-86.07571667,1
29,16,4,7,32.84205278,-87.90373333,1
22,1,7,7,33.99825833,-86.10638056,1
40,6,2,7,31.02790833,-87.37271389,1
56,21,3,7,33.34144167,-86.89193889,1
59,13,3,7,32.51015556,-86.21366944,1
40,16,4,7,33.851275,-86.08783611,1
15,5,8,7,33.63115556,-86.95890556,1
30,1,6,7,30.56746389,-87.66601944,1
40,12,5,7,33.10708611,-86.73956111,2
40,15,6,7,33.61391111,-86.67815278,1
16,21,3,7,30.71973611,-88.17250278,1
1,0,5,7,33.182875,-86.24831111,1
52,19,6,7,34.71484444,-86.64334167,1
51,16,17,7,34.81420278,-85.85418889,1
45,17,5,4,34.54550278,-86.42836667,1
25,13,8,8,33.713125,-88.15248611,1
50,13,19,6,32.46028333,-86.39176944,1
25,11,19,6,33.51091389,-86.30654167,2
47,8,27,6,33.62624167,-86.45247222,1
50,15,27,6,33.78182222,-86.27861111,1
48,4,26,6,34.76137778,-86.56080833,1
15,21,27,6,33.47215556,-86.82131389,1
0,18,30,6,33.87920833,-87.55660556,1
46,1,19,6,34.58822778,-87.67199444,1
30,15,3,7,32.44779722,-85.75531667,1
5,21,6,7,31.87259167,-86.64912778,1
25,11,6,7,34.61043611,-85.65561944,1
3,6,7,7,32.821225,-85.445975,1
35,9,7,7,33.98484444,-87.76226944,2
30,12,8,7,33.52425833,-85.74882778,1
52,2,9,7,34.71484167,-87.67831389,1
10,9,9,7,31.18403333,-85.25881944,1
52,17,11,7,31.93773889,-88.30204167,1
45,22,15,7,33.80112778,-87.27653333,1
20,5,12,7,33.19003056,-87.25709722,1
53,13,15,7,34.03172222,-87.05673611,1
28,13,17,7,33.54508333,-86.35775,1
6,11,17,7,33.38214722,-86.99009444,1
25,22,14,7,33.54299167,-86.72334722,1
23,22,30,6,34.16855556,-86.32048611,1
40,7,18,7,34.55920833,-86.97355278,1
40,5,29,6,33.18377222,-87.31480556,1
21,15,3,7,34.291925,-86.5115,2
12,3,12,7,30.27913056,-87.67698333,1
20,12,12,7,33.62858611,-86.80517778,1
44,21,12,7,34.694875,-86.70645,1
7,7,13,7,30.64647778,-88.11968056,1
0,17,14,7,34.55853056,-87.70088889,1
45,11,15,7,30.99000833,-88.02587222,1
30,6,16,7,34.68462778,-87.56409722,1
50,16,16,7,34.11888333,-87.60710278,2
25,18,19,7,32.83179444,-86.68542222,1
20,17,20,7,34.19441111,-87.48190833,1
25,2,20,7,34.76176667,-86.56023056,1
15,20,20,7,34.9333,-86.74833611,1
45,5,21,7,34.74160833,-87.58243889,1
1,0,22,7,32.63643611,-85.48171667,1
15,1,22,7,32.84663056,-85.546475,1
44,16,23,7,31.73429444,-86.19333611,1
50,23,24,7,34.90963611,-87.03015556,1
45,4,26,7,33.32115278,-87.05132778,1
36,11,14,7,34.82345,-87.64872222,1
55,8,25,7,32.79302778,-85.18631389,1
2,17,4,8,32.78703611,-85.17898889,1
45,17,27,6,33.62123889,-86.45452778,2
0,2,28,6,32.30358889,-86.98325278,1
0,21,30,7,33.54092222,-86.87133056,1
0,17,22,7,32.36251667,-87.74959722,2
10,17,23,7,31.10697778,-85.64679167,1
20,3,24,7,30.70631389,-88.22543889,1
30,5,25,7,30.72107222,-87.80086389,1
30,10,24,7,32.74410833,-88.09037222,1
5,13,27,7,30.57098889,-88.18666389,1
0,2,28,7,32.21761944,-86.97628611,1
35,20,28,7,32.47715833,-86.1693,1
5,12,30,7,32.67515833,-86.45134167,1
36,19,31,7,33.32379167,-85.38881389,1
40,4,2,8,34.75677222,-87.53549167,1
45,14,3,8,31.02198889,-87.10961389,1
10,9,4,8,33.90131667,-87.15001111,1
20,11,8,8,32.79474167,-85.23684444,1
17,10,10,8,31.40471111,-86.024575,1
1,23,21,7,33.5527,-86.90242222,1
30,17,21,7,32.77901389,-87.39807222,2
0,14,26,7,33.65498889,-85.40928611,2
40,18,28,7,31.17521944,-85.20379722,1
35,4,4,8,33.58615278,-86.70182778,1
20,22,3,8,31.14355,-87.46351389,1
55,9,3,8,31.41575,-85.88504722,1
56,22,5,8,33.23713889,-87.56592222,1
22,19,5,8,31.4211,-87.16767222,1
1,0,5,8,30.43161111,-87.71712778,1
5,12,5,8,32.18581667,-86.36375,1
0,2,7,8,32.49956944,-85.01707222,1
0,20,8,8,33.76892778,-86.82950278,1
35,23,9,8,34.72720556,-86.9352,1
38,12,9,8,31.22357778,-85.4323,1
15,22,11,8,31.36402222,-87.68576389,1
5,0,12,8,34.69293889,-87.46338889,1
50,11,12,8,33.86872222,-86.27458889,1
59,3,12,8,32.32226389,-86.23678333,1
10,18,14,8,31.71770833,-86.10132222,1
27,23,10,8,33.17345278,-87.47536944,1
2,7,19,8,32.31161667,-86.22273889,1
44,10,12,8,32.351325,-86.32911389,1
30,16,13,8,33.52542778,-87.9076,1
0,11,16,8,34.17061944,-85.46784167,1
35,0,17,8,30.45231944,-88.25899722,1
20,4,19,8,34.72966111,-86.85993056,1
25,6,20,8,32.44236389,-85.02049444,1
45,23,20,8,34.05371667,-88.13831667,1
27,13,19,5,34.56996667,-86.999925,1
15,13,4,6,33.47760833,-86.62330833,1
10,5,11,6,33.63593889,-86.72775,1
10,11,5,8,33.60395556,-86.02141389,1
5,16,28,8,32.62878889,-85.43903056,1
5,3,29,8,33.41069167,-86.97168056,1
0,5,2,9,33.200775,-87.46969444,1
23,19,4,9,31.31453056,-85.50756944,1
41,22,6,9,33.813825,-87.23308889,1
15,14,20,8,31.14504722,-85.76187778,1
5,15,24,8,34.685325,-87.60028611,1
50,17,24,8,33.25470833,-86.19851944,1
40,5,24,8,33.14820278,-88.11788056,1
50,20,24,8,34.37938889,-87.09288333,1
50,2,25,8,33.07441389,-86.87110278,1
45,7,25,8,33.04796944,-85.93613889,1
50,1,25,8,34.16904444,-87.12668889,1
50,9,28,8,33.06743611,-87.69512778,1
20,7,28,8,34.0031,-85.61405556,1
50,15,30,8,33.81823889,-85.90672222,1
30,16,31,8,33.42668056,-85.65520833,1
25,17,31,8,31.98646389,-87.11712222,1
35,23,31,8,33.07757778,-87.563375,2
15,23,31,8,31.52788611,-85.89711944,1
17,3,17,8,33.54439167,-86.75285,1
37,18,1,9,31.56208056,-86.63196944,1
0,5,3,9,33.61517222,-86.79469167,1
50,9,3,9,33.75515833,-86.68465,1
52,10,3,9,34.66183056,-86.78615556,1
50,18,3,9,30.54820278,-88.38504722,1
0,7,4,9,33.17334722,-87.25223611,1
0,16,7,9,32.64635833,-86.48723333,1
6,15,10,9,33.79601389,-87.27461667,1
47,20,10,9,32.85435556,-85.78802222,1
40,12,28,6,32.374375,-86.03355,1
10,2,25,8,32.37632222,-85.83443611,1
20,7,25,8,34.76993611,-86.70646667,1
55,22,1,9,34.25552778,-85.46728333,1
17,23,7,9,32.871,-87.92763056,1
30,15,8,9,34.85894167,-87.41829722,1
5,18,9,9,30.23526389,-87.92433611,1
0,21,9,9,33.27660556,-86.21607778,1
25,16,9,9,32.30968333,-86.03400556,1
5,1,9,9,33.69256111,-86.52641389,1
30,22,10,9,31.83431389,-86.59745556,1
0,21,10,9,30.55523056,-88.17199444,1
17,14,13,9,34.79283889,-86.57731111,2
30,4,14,9,34.14332778,-87.91296944,1
35,18,14,9,33.20067222,-87.57941389,1
30,18,14,4,34.25214722,-87.60891389,1
19,11,8,5,33.77810556,-87.19555556,1
0,21,23,7,33.33151944,-87.91496389,1
53,23,24,8,33.14903611,-87.5238,1
42,17,15,9,34.33576111,-86.4881,1
15,11,15,9,34.64287222,-87.651425,1
24,14,15,9,32.25222222,-85.36800556,1
20,10,16,9,30.42124167,-87.71714722,1
40,2,16,9,30.41411111,-87.71718333,1
21,3,16,9,32.30373889,-86.41818056,1
5,16,17,9,33.25521389,-87.16071111,1
15,10,18,9,32.68130278,-86.09761667,1
25,7,19,9,34.02533056,-86.36581389,3
45,19,20,9,31.40334167,-87.74491111,1
46,16,21,9,34.70684167,-86.61864444,1
40,2,21,9,32.37780556,-87.00951944,1
48,7,10,8,34.38708333,-86.28111667,1
50,14,7,9,30.55833611,-88.17272222,1
4,19,25,9,32.79371944,-85.16105833,1
52,14,2,10,33.96878333,-85.99270278,1
50,4,3,10,33.87109444,-87.31056944,1
9,15,6,10,33.96687778,-85.944,1
18,0,7,10,32.95586944,-85.925775,1
50,16,21,9,33.53333889,-86.84221667,1
32,22,15,9,33.408175,-86.97304444,1
3,23,18,9,33.50910833,-86.88026111,1
9,21,22,9,33.51001389,-86.82016111,1
30,1,24,9,33.521025,-86.84054722,1
30,2,2,9,32.25305556,-87.52576111,1
25,5,13,9,34.90473889,-85.63141944,1
25,22,16,9,31.00603056,-85.47710556,1
35,13,18,9,34.97369444,-85.6713,1
40,20,19,9,33.85661389,-86.80594167,1
30,21,20,9,34.17456944,-86.63220833,1
50,3,22,9,34.83998333,-86.70758889,1
55,15,22,9,33.59339722,-86.18104444,1
0,3,24,9,33.21534722,-85.41880833,1
30,4,24,9,33.79003333,-86.82447222,1
40,17,25,9,33.600975,-86.8076,2
35,18,26,9,34.08424444,-86.02549444,1
0,4,26,9,33.12487222,-86.70361944,1
4,0,28,9,32.35418056,-86.29394444,1
0,3,28,9,32.25491667,-86.364125,1
30,11,28,9,34.32728333,-86.60486667,1
0,23,29,9,32.31239167,-87.228025,2
20,10,29,9,31.35535556,-88.21524722,1
28,17,30,9,33.26073333,-86.55336111,1
50,12,1,10,33.45142778,-85.69615,1
10,14,28,9,34.656725,-85.60400833,1
8,20,1,10,33.51985278,-86.9156,3
0,20,10,10,33.62354167,-86.88393889,1
26,20,30,8,33.43255833,-87.04948333,1
59,21,8,10,33.85771667,-86.28381389,1
47,13,10,10,30.35688889,-87.68325278,1
30,15,14,10,33.63907778,-86.61888889,1
8,12,21,10,34.02255556,-86.050375,1
29,15,22,10,33.16146944,-87.54285278,1
0,17,25,10,30.55537222,-88.17229722,1
15,16,28,10,34.71181389,-86.53623611,1
3,6,20,9,34.79896111,-86.39865278,1
59,18,21,9,34.60040833,-86.99273333,1
10,20,26,9,34.07655278,-86.33457778,1
0,1,30,9,33.32115,-87.71799167,1
0,21,1,10,34.20615556,-85.73349167,1
0,13,4,10,33.56521667,-85.94016111,2
1,0,5,10,31.45129444,-85.61385833,1
53,11,5,10,31.5318,-85.72437778,1
45,23,6,10,32.699575,-87.56335556,1
5,9,7,10,32.76760833,-85.46334167,1
27,1,7,10,31.83641389,-85.37321667,1
0,5,7,10,32.34301944,-86.12034444,1
47,2,8,10,32.46033056,-86.45094167,1
30,19,8,10,34.86597778,-87.69649444,1
15,2,10,10,34.96047778,-86.63283333,1
15,11,11,10,34.37851389,-86.51393333,1
33,22,12,10,34.94425833,-86.68654167,1
20,10,13,10,31.39590833,-85.56543611,1
15,16,14,10,34.142625,-88.06872222,1
30,21,14,10,30.45772222,-87.82169444,1
40,2,14,10,32.62065,-87.42351389,1
15,0,15,10,33.12030278,-87.53014167,1
6,16,16,10,30.68745833,-87.76677778,1
6,13,16,10,32.43997778,-86.41835833,1
25,9,16,10,34.31808056,-85.84801389,1
